16	300	240	75
16	300	240	100
16	0	60	25
16	0	60	50
16	0	60	75
16	0	60	100
16	300	60	25
16	300	60	50
16	300	60	75
16	300	60	100
17	0	240	25
17	0	240	50
17	0	240	75
17	0	240	100
17	300	240	25
17	300	240	50
17	300	240	75
17	300	240	100
17	0	60	25
17	0	60	50
17	0	60	75
17	0	60	100
17	300	60	25
17	300	60	50
17	300	60	75
17	300	60	100
18	0	240	25
18	0	240	50
18	0	240	75
18	0	240	100
18	300	240	25
18	300	240	50
18	300	240	75
18	300	240	100
18	0	60	25
18	0	60	50
18	0	60	75
18	0	60	100
18	300	60	25
18	300	60	50
18	300	60	75
18	300	60	100
19	0	240	25
19	0	240	50
19	0	240	75
19	0	240	100
19	300	240	25
19	300	240	50
19	300	240	75
19	300	240	100
19	0	60	25
19	0	60	50
19	0	60	75
19	0	60	100
19	300	60	25
19	300	60	50
19	300	60	75
19	300	60	100
20	0	240	25
20	0	240	50
20	0	240	75
20	0	240	100
20	300	240	25
20	300	240	50
20	300	240	75
20	300	240	100
20	0	60	25
20	0	60	50
20	0	60	75
20	0	60	100
20	300	60	25
20	300	60	50
20	300	60	75
20	300	60	100
21	0	240	25
21	0	240	50
21	0	240	75
21	0	240	100
21	300	240	25
21	300	240	50
21	300	240	75
21	300	240	100
21	0	60	25
21	0	60	50
21	0	60	75
21	0	60	100
21	300	60	25
21	300	60	50
21	300	60	75
21	300	60	100
22	0	240	25
22	0	240	50
22	0	240	75
22	0	240	100
22	300	240	25
22	300	240	50
22	300	240	75
22	300	240	100
22	0	60	25
22	0	60	50
22	0	60	75
22	0	60	100
22	300	60	25
22	300	60	50
22	300	60	75
22	300	60	100
23	0	240	25
23	0	240	50
23	0	240	75
23	0	240	100
23	300	240	25
23	300	240	50
23	300	240	75
23	300	240	100
23	0	60	25
23	0	60	50
23	0	60	75
23	0	60	100
23	300	60	25
23	300	60	50
23	300	60	75
23	300	60	100
24	0	240	25
24	0	240	50
24	0	240	75
24	0	240	100
24	300	240	25
24	300	240	50
24	300	240	75
24	300	240	100
24	0	60	25
24	0	60	50
24	0	60	75
24	0	60	100
24	300	60	25
24	300	60	50
24	300	60	75
24	300	60	100
25	0	240	25
25	0	240	50
25	0	240	75
25	0	240	100
25	300	240	25
25	300	240	50
25	300	240	75
25	300	240	100
25	0	60	25
25	0	60	50
25	0	60	75
25	0	60	100
25	300	60	25
25	300	60	50
25	300	60	75
25	300	60	100
26	0	240	25
26	0	240	50
26	0	240	75
26	0	240	100
26	300	240	25
26	300	240	50
26	300	240	75
26	300	240	100
26	0	60	25
26	0	60	50
26	0	60	75
26	0	60	100
26	300	60	25
26	300	60	50
26	300	60	75
26	300	60	100
27	0	240	25
27	0	240	50
27	0	240	75
27	0	240	100
27	300	240	25
27	300	240	50
27	300	240	75
27	300	240	100
27	0	60	25
27	0	60	50
27	0	60	75
27	0	60	100
27	300	60	25
27	300	60	50
27	300	60	75
27	300	60	100
28	0	240	25
28	0	240	50
28	0	240	75
28	0	240	100
28	300	240	25
28	300	240	50
28	300	240	75
28	300	240	100
28	0	60	25
28	0	60	50
28	0	60	75
28	0	60	100
28	300	60	25
28	300	60	50
28	300	60	75
28	300	60	100
29	0	240	25
29	0	240	50
29	0	240	75
29	0	240	100
29	300	240	25
29	300	240	50
29	300	240	75
29	300	240	100
29	0	60	25
29	0	60	50
29	0	60	75
29	0	60	100
29	300	60	25
29	300	60	50
29	300	60	75
29	300	60	100
30	0	240	25
30	0	240	50
30	0	240	75
30	0	240	100
30	300	240	25
30	300	240	50
30	300	240	75
30	300	240	100
30	0	60	25
30	0	60	50
30	0	60	75
30	0	60	100
30	300	60	25
30	300	60	50
30	300	60	75
30	300	60	100
31	0	240	25
31	0	240	50
31	0	240	75
31	0	240	100
31	300	240	25
31	300	240	50
31	300	240	75
31	300	240	100
31	0	60	25
31	0	60	50
31	0	60	75
31	0	60	100
31	300	60	25
31	300	60	50
31	300	60	75
31	300	60	100
32	0	240	25
32	0	240	50
32	0	240	75
32	0	240	100
32	300	240	25
32	300	240	50
32	300	240	75
32	300	240	100
32	0	60	25
32	0	60	50
32	0	60	75
32	0	60	100
32	300	60	25
32	300	60	50
32	300	60	75
32	300	60	100
33	0	240	25
33	0	240	50
33	0	240	75
33	0	240	100
33	300	240	25
33	300	240	50
33	300	240	75
33	300	240	100
33	0	60	25
33	0	60	50
33	0	60	75
33	0	60	100
33	300	60	25
33	300	60	50
33	300	60	75
33	300	60	100
34	0	240	25
34	0	240	50
34	0	240	75
34	0	240	100
34	300	240	25
34	300	240	50
34	300	240	75
34	300	240	100
34	0	60	25
34	0	60	50
34	0	60	75
34	0	60	100
34	300	60	25
34	300	60	50
34	300	60	75
34	300	60	100
35	0	240	25
35	0	240	50
35	0	240	75
35	0	240	100
35	300	240	25
35	300	240	50
35	300	240	75
35	300	240	100
35	0	60	25
35	0	60	50
35	0	60	75
35	0	60	100
35	300	60	25
35	300	60	50
35	300	60	75
35	300	60	100
36	0	240	25
36	0	240	50
36	0	240	75
36	0	240	100
36	300	240	25
36	300	240	50
36	300	240	75
36	300	240	100
36	0	60	25
36	0	60	50
36	0	60	75
36	0	60	100
36	300	60	25
36	300	60	50
36	300	60	75
36	300	60	100
37	0	240	25
37	0	240	50
37	0	240	75
37	0	240	100
37	300	240	25
37	300	240	50
37	300	240	75
37	300	240	100
37	0	60	25
37	0	60	50
37	0	60	75
37	0	60	100
37	300	60	25
37	300	60	50
37	300	60	75
37	300	60	100
38	0	240	25
38	0	240	50
38	0	240	75
38	0	240	100
38	300	240	25
38	300	240	50
38	300	240	75
38	300	240	100
38	0	60	25
38	0	60	50
38	0	60	75
38	0	60	100
38	300	60	25
38	300	60	50
38	300	60	75
38	300	60	100
39	0	240	25
39	0	240	50
39	0	240	75
39	0	240	100
39	300	240	25
39	300	240	50
39	300	240	75
39	300	240	100
39	0	60	25
39	0	60	50
39	0	60	75
39	0	60	100
39	300	60	25
39	300	60	50
39	300	60	75
39	300	60	100
40	0	240	25
40	0	240	50
40	0	240	75
40	0	240	100
40	300	240	25
40	300	240	50
40	300	240	75
40	300	240	100
40	0	60	25
40	0	60	50
40	0	60	75
40	0	60	100
40	300	60	25
40	300	60	50
40	300	60	75
40	300	60	100
41	0	240	25
41	0	240	50
41	0	240	75
41	0	240	100
41	300	240	25
41	300	240	50
41	300	240	75
41	300	240	100
41	0	60	25
41	0	60	50
41	0	60	75
41	0	60	100
41	300	60	25
41	300	60	50
41	300	60	75
41	300	60	100
42	0	240	25
42	0	240	50
42	0	240	75
42	0	240	100
42	300	240	25
42	300	240	50
42	300	240	75
42	300	240	100
42	0	60	25
42	0	60	50
42	0	60	75
42	0	60	100
42	300	60	25
42	300	60	50
42	300	60	75
42	300	60	100
43	0	240	25
43	0	240	50
43	0	240	75
43	0	240	100
43	300	240	25
43	300	240	50
43	300	240	75
43	300	240	100
43	0	60	25
43	0	60	50
43	0	60	75
43	0	60	100
43	300	60	25
43	300	60	50
43	300	60	75
43	300	60	100
44	0	240	25
44	0	240	50
44	0	240	75
44	0	240	100
44	300	240	25
44	300	240	50
44	300	240	75
44	300	240	100
44	0	60	25
44	0	60	50
44	0	60	75
44	0	60	100
44	300	60	25
44	300	60	50
44	300	60	75
44	300	60	100
45	0	240	25
45	0	240	50
45	0	240	75
45	0	240	100
45	300	240	25
45	300	240	50
45	300	240	75
45	300	240	100
45	0	60	25
45	0	60	50
45	0	60	75
45	0	60	100
45	300	60	25
45	300	60	50
45	300	60	75
45	300	60	100
46	0	240	25
46	0	240	50
46	0	240	75
46	0	240	100
46	300	240	25
46	300	240	50
46	300	240	75
46	300	240	100
46	0	60	25
46	0	60	50
46	0	60	75
46	0	60	100
46	300	60	25
46	300	60	50
46	300	60	75
46	300	60	100
47	0	240	25
47	0	240	50
47	0	240	75
47	0	240	100
47	300	240	25
47	300	240	50
47	300	240	75
47	300	240	100
47	0	60	25
47	0	60	50
47	0	60	75
47	0	60	100
47	300	60	25
47	300	60	50
47	300	60	75
47	300	60	100
48	0	240	25
48	0	240	50
48	0	240	75
48	0	240	100
48	300	240	25
48	300	240	50
48	300	240	75
48	300	240	100
48	0	60	25
48	0	60	50
48	0	60	75
48	0	60	100
48	300	60	25
48	300	60	50
48	300	60	75
48	300	60	100
49	0	240	25
49	0	240	50
49	0	240	75
49	0	240	100
49	300	240	25
49	300	240	50
49	300	240	75
49	300	240	100
49	0	60	25
49	0	60	50
49	0	60	75
49	0	60	100
49	300	60	25
49	300	60	50
49	300	60	75
49	300	60	100
50	0	240	25
50	0	240	50
50	0	240	75
50	0	240	100
50	300	240	25
50	300	240	50
50	300	240	75
50	300	240	100
50	0	60	25
50	0	60	50
50	0	60	75
50	0	60	100
50	300	60	25
50	300	60	50
50	300	60	75
50	300	60	100
